Experiment ID,Number of Ants,Execution Time (seconds),Time Cost (seconds)
450-28,450,0.9169197082519531,3924.121854185418
450-29,450,0.9349181652069092,3361.736105610561
450-30,450,0.8826909065246582,4756.230573057306
500-1,500,1.0125510692596436,3924.121854185418
500-2,500,1.0601329803466797,3962.715913591359
500-3,500,1.0100090503692627,3924.121854185418
500-4,500,1.034304141998291,4848.314617461746
500-5,500,1.0257370471954346,4876.91610561056
500-6,500,0.8443887233734131,4118.250849084909
500-7,500,1.0360820293426514,4525.249714971496
500-8,500,1.048677921295166,3960.9008820882086
500-9,500,0.2798280715942383,4918.337965796581
500-10,500,0.337202787399292,5183.789780978097
500-11,500,1.042659044265747,3473.4678787878784
500-12,500,0.45819902420043945,3753.3976717671767
500-13,500,1.021920919418335,3924.121854185418
500-14,500,1.0084333419799805,4600.021302130213
500-15,500,0.43849802017211914,4073.353627362736
500-16,500,1.0162060260772705,4037.6355535553557
500-17,500,1.0605919361114502,3473.4678787878784
500-18,500,1.0147089958190918,4037.6355535553557
500-19,500,1.0299561023712158,3361.736105610561
500-20,500,1.0087890625,3361.736105610561
500-21,500,0.9947311878204346,3924.121854185418
500-22,500,1.0084850788116455,3563.2828806584357
500-23,500,1.0380959510803223,3361.736105610561
500-24,500,1.0643069744110107,3578.733434047108
500-25,500,0.8707032203674316,4756.230573057306
500-26,500,1.017427921295166,3924.121854185418
500-27,500,1.0471558570861816,3502.8931713171314
500-28,500,1.026331901550293,3432.7901110111006
500-29,500,1.020164966583252,4037.6355535553557
500-30,500,1.012650966644287,4585.5285448544855
550-1,550,1.1401658058166504,4122.494239423943
550-2,550,1.1383419036865234,3361.736105610561
550-3,550,1.2024192810058594,3473.4678787878784
550-4,550,0.35384130477905273,5102.822133333333
550-5,550,1.1342551708221436,4279.564782478247
550-6,550,1.1275136470794678,3563.2828806584357
550-7,550,1.160459041595459,3945.2127632763277
550-8,550,0.9441781044006348,6086.778353909465
550-9,550,1.139242172241211,4417.799670781892
550-10,550,1.1318907737731934,4118.250849084909
550-11,550,0.7891230583190918,5217.2215121512145
550-12,550,1.1269760131835938,3438.5614881488145
550-13,550,1.100750207901001,4128.610885088508
550-14,550,1.1589019298553467,3416.5173837383736
550-15,550,1.136826992034912,3924.121854185418
550-16,550,1.1263580322265625,4860.942430243023
550-17,550,1.107083797454834,4350.7384
550-18,550,1.1428947448730469,3977.9179837983793
550-19,550,1.177455186843872,3977.9179837983793
550-20,550,1.157181978225708,4170.955481548154
